name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Hanoi,2018-07-20,30.4,25,27,39.6,25,29.8,26.3,96.3,10.76,100,8.33,rain,,,,16.6,79.9,1001.8,79.5,8.9,109.1,9.4,4,,2018-07-20T05:25:38,2018-07-20T18:40:03,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-07-21,28.5,24.9,26.5,35.7,24.9,29.1,25.9,96.6,178.426,100,16.67,rain,,,,15.7,39.2,1000,88.6,8.3,110.2,9.5,4,,2018-07-21T05:26:02,2018-07-21T18:39:46,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-07-22,34.5,26.2,30,42.7,26.2,35.3,24.6,73.7,1.971,100,4.17,rain,,,,15.7,347.6,999.4,69.9,10.1,198,16.9,7,,2018-07-22T05:26:25,2018-07-22T18:39:27,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-07-23,35,27,30.1,45.8,29.2,36.2,25.1,75.8,0.6,100,25,rain,,,,10.8,330.3,998.5,53.9,9.8,202.6,17.4,7,,2018-07-23T05:26:49,2018-07-23T18:39:08,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-07-24,34.5,27,30,43.4,30.6,36,25.1,76,1.5,100,12.5,rain,,,,13,359.9,999.4,50.7,10,207.1,17.9,7,,2018-07-24T05:27:12,2018-07-24T18:38:47,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-07-25,32.1,26.8,28.9,39.8,30.4,34.3,25.4,82.2,0.002,100,4.17,rain,,,,18,102.4,1000.9,63.5,8.3,129.1,11.2,4,,2018-07-25T05:27:36,2018-07-25T18:38:25,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-07-26,31.3,25.9,27.8,38.4,25.9,30.8,25.5,88.3,13.625,100,16.67,rain,,,,16.6,95,1002.8,70,9.6,89.2,7.5,3,,2018-07-26T05:27:59,2018-07-26T18:38:02,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-07-27,30.5,25.5,26.7,37.9,25.5,28.9,26.1,96.5,44.278,100,16.67,rain,,,,13.3,41.1,1002.9,84.5,9.4,153.2,13.2,5,,2018-07-27T05:28:23,2018-07-27T18:37:38,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-07-28,30.2,25,27.3,35.8,25,30.2,25.7,91.3,0.804,100,8.33,rain,,,,15.7,59.9,1002.7,83.9,9.5,147.9,12.8,5,,2018-07-28T05:28:46,2018-07-28T18:37:13,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-07-29,31,25.8,27.7,37.7,25.8,30.7,25.3,87.8,9.194,100,12.5,rain,,,,16.6,55.1,1002.3,79.3,9.8,196.6,16.9,6,,2018-07-29T05:29:09,2018-07-29T18:36:46,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-07-30,32.2,26,28,39,26,30.9,25.6,88.3,43.254,100,12.5,rain,,,,11.2,10.8,1002.3,80.9,9.2,108.6,9.2,4,,2018-07-30T05:29:32,2018-07-30T18:36:19,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-07-31,32.4,25,27.8,40.5,25,31,25.8,89.9,84.102,100,8.33,rain,,,,23.2,98.9,1002.7,78.2,8.7,153.7,13.2,5,,2018-07-31T05:29:55,2018-07-31T18:35:51,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-08-01,32.3,25,28.2,39.7,25,32.5,25.6,86.6,5.632,100,12.5,rain,,,,9.4,75.1,1002.8,75.1,8.5,196.2,17,7,,2018-08-01T05:30:17,2018-08-01T18:35:21,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-08-02,31.1,25.7,28.1,39.9,25.7,33.7,26.3,90.2,3.649,100,12.5,rain,,,,14.8,115.7,1001.6,66.6,8.8,138.5,11.9,5,,2018-08-02T05:30:40,2018-08-02T18:34:51,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-08-03,33,25,28.3,41.3,25,31.9,25.4,85.5,6.506,100,12.5,rain,,,,12.1,83.1,1000.5,64.3,9.8,125.3,10.9,4,,2018-08-03T05:31:02,2018-08-03T18:34:19,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-08-04,29.9,25,27.2,38.5,25,30.6,26.3,94.8,3.168,100,8.33,rain,,,,13,49.4,1002.3,77.4,8.5,120.7,10.4,4,,2018-08-04T05:31:24,2018-08-04T18:33:47,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
